id,text,classification,model_ai,prompt,created_at,updated_at,investment_target
19489,"WEG (WEGE3) aprova contratação de financiamentos. A WEG aprovou dois financiamentos, sendo um de até R$ 130 milhões via BNDES para controladas no Brasil e outro de até US$ 50 milhões para a Weg Africa, com prazos de 18 e 36 meses. No segundo trimestre de 2025, a empresa registrou lucro líquido de R$ 1,59 bilhão, alta de 10,4% na comparação anual, e Ebitda de R$ 2,26 bilhões. A XP avaliou os resultados como abaixo do esperado, apontando sinais iniciais de desaceleração do crescimento orgânico.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:36:57,,GENERICO
19490,"Comissão do Senado aprova indicações para diretorias de ANP e Aneel. A Comissão de Infraestrutura do Senado aprovou as indicações de Artur Watt Neto para diretor-geral da ANP e de Pietro Mendes para a diretoria da agência, que agora seguem para análise do Plenário. Watt foi indicado para a vaga de Rodolfo Saboia, enquanto Mendes assumirá o posto deixado por Cláudio Jorge Martins de Souza. Na mesma sessão, também foram aprovados Gentil Nogueira de Sá Junior e Willamy Moreira Frota para a diretoria da Aneel.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:36:58,,GENERICO
19491,"Cooperativas de crédito: A solução para STF se blindar de Lei Magnitsky, segundo colunista. Ministros do STF foram aconselhados a considerar cooperativas de crédito como forma de precaução contra a Lei Magnitsky, aplicada pelos EUA contra Alexandre de Moraes, mas a ideia foi rejeitada por magistrados. Eles avaliam que a medida representaria uma capitulação institucional e defendem que bancos brasileiros não deveriam fechar contas de cidadãos sem decisão da Justiça nacional. A decisão do ministro Flávio Dino de impedir efeitos internos de sanções estrangeiras gerou críticas no mercado, enquanto bancos buscam entender como cumprir normas internacionais sem sofrer penalidades.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:36:58,,GENERICO
19492,"Sem açúcar: Raízen (RAIZ4) despenca após Petrobras (PETR4) negar aporte e sinalizar “preferência por etanol de milho”. As ações da Raízen caíram 9,57% após a Petrobras negar estudos de investimento na companhia, frustrando expectativas do mercado. Especialistas apontam que eventuais investimentos da estatal tendem a focar no etanol de milho, devido a custos menores, maior crescimento e menor necessidade de capital em comparação à cana-de-açúcar. Juros elevados, desafios climáticos e menor produtividade têm pesado sobre o modelo de negócio da cana, enquanto a produção de milho segue em expansão no Brasil.",NEGATIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:00,,GENERICO
19493,"Quer investir em imóveis? Os fundos imobiliários podem ser a melhor opção: conheça a carteira que já rendeu 161% do Ifix. Fundos imobiliários são apresentados como uma alternativa acessível ao investimento em imóveis, oferecendo diversificação, gestão profissional, liquidez e isenção de imposto sobre proventos. A série Renda Imobiliária, da Empiricus, disponibiliza duas carteiras recomendadas — uma focada em renda e outra em ganho de capital — que superaram o desempenho do Ifix desde sua criação. Com a expectativa de fim do ciclo de alta da Selic, analistas avaliam que os FIIs podem se beneficiar da antecipação de cortes de juros e de preços ainda descontados no mercado.",POSITIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:01,,GENERICO
19494,"Dólar sobe mais de 1% e fecha a R$ 5,50 com tensão entre Brasil e EUA. O dólar à vista subiu 1,22% e fechou a R$ 5,5009, retornando ao nível do início de agosto, em meio à maior aversão a risco no mercado local. O movimento foi impulsionado pelo aumento das tensões entre Brasil e Estados Unidos e pela decisão do STF sobre a aplicação de leis estrangeiras, que elevou a percepção de insegurança jurídica. No exterior, o dólar também se fortaleceu enquanto investidores aguardam avanços nas negociações entre Rússia e Ucrânia e o discurso de Jerome Powell em Jackson Hole.",NEGATIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:02,,GENERICO
19495,"A suspensão da Moratória da Soja pelo Cade: entre litígios domésticos e a nova regulação europeia. A decisão liminar do Cade suspendeu a Moratória da Soja ao enquadrá-la pela primeira vez sob a ótica concorrencial, apontando indícios de restrição de mercado e custos desproporcionais aos produtores. O órgão avalia que o acordo voluntário pode configurar conduta anticompetitiva por uniformizar critérios de compra além da legislação, gerando conflito com o Código Florestal e insegurança jurídica. Com a entrada em vigor do regulamento europeu de desmatamento (EUDR), a moratória perde relevância prática, reforçando a tendência de substituição da autorregulação privada por regras públicas vinculantes.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:03,,GENERICO
19496,"Três poderes compartilham culpa de escolhas fiscais equivocadas, diz Felipe Salto, da Warren. Felipe Salto avaliou que as escolhas fiscais do Brasil têm sido equivocadas pelo lado do gasto e que a responsabilidade é compartilhada entre Executivo, Legislativo e Judiciário. Ele destacou que a dívida pública é elevada e crescente desde 2014, apesar de avanços recentes na arrecadação com medidas tributárias. Segundo o economista, a contenção de despesas não avançou no Congresso, as emendas parlamentares cresceram fortemente e a PEC da Transição agravou o cenário fiscal.",NEGATIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:03,,GENERICO
19497,"EUA aceitam pedido de consulta do Brasil na OMC sobre tarifas. Os Estados Unidos aceitaram o pedido do Brasil para consultas na OMC sobre a tarifa de 50% imposta a produtos brasileiros, embora aleguem que a medida se baseia em segurança nacional. O governo norte-americano afirma que o tema não é passível de revisão pela OMC e que as tarifas foram necessárias diante de ações do Brasil consideradas prejudiciais ao estado de direito. As taxas foram anunciadas por Donald Trump após críticas ao julgamento do ex-presidente Jair Bolsonaro.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:05,,GENERICO
19498,"Nubank (ROXO34) turbina cartão Ultravioleta e acirra disputa por clientes de alta renda; veja benefícios. O Nubank ampliou os benefícios do cartão Ultravioleta para disputar clientes de alta renda, mantendo a mensalidade em R$ 49 por 12 meses para atuais usuários e elevando-a depois para R$ 89, com regras de isenção mais exigentes. O banco informou forte crescimento da base do Ultravioleta e anunciou novos benefícios ligados a viagens, pontos, cashback e acesso a salas VIP. O cashback de 200% do CDI será descontinuado a partir de 30 de setembro.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:06,,GENERICO
19499,"‘É mais importante a Petrobras investir em exploração e produção’, diz analista após empresa negar aporte em Raízen (RAIZ4). Analistas avaliam que um investimento da Petrobras na Raízen não deve ocorrer e consideram correta a negativa da estatal, defendendo foco em exploração e produção como principal fonte de rentabilidade. A Petrobras enfrenta restrições contratuais após vender sua participação na distribuição e, mesmo interessada no etanol no longo prazo, sinalizou apenas eventual participação minoritária. Para a Raízen, a entrada de capital poderia ajudar a reduzir a alavancagem, mas o cenário segue incerto e pressionou as ações no pregão.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:07,,GENERICO
19500,"Marfrig (MRFG3) sobe na expectativa pela conclusão da fusão com BRF (BRFS3); veja o que fazer com as ações. As ações da Marfrig subiram em meio à expectativa pela decisão do Cade sobre a fusão com a BRF, enquanto o Barclays reiterou recomendação de compra para a companhia, com preço-alvo de R$ 30. O banco projeta sinergias de custo de R$ 800 milhões ou mais e destaca o bom desempenho das operações na América do Sul, apesar dos desafios na América do Norte. Para a BRF, a recomendação é de manutenção, com preço-alvo alinhado ao valor de aquisição proposto na fusão.",POSITIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:08,,GENERICO
19501,"Ex-ministro da Fazenda aponta riscos das tarifas dos EUA para investidores e economia. Pedro Malan afirmou que as tarifas recíprocas dos Estados Unidos devem elevar a inflação e reduzir o crescimento da economia norte-americana. Ele criticou a estratégia de reindustrialização via tarifas, classificando-a como ineficaz do ponto de vista econômico. Segundo o ex-ministro, a mistura de fatores políticos e econômicos nas negociações aumenta a incerteza e prejudica decisões de investimento.",NEGATIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:09,,GENERICO
19502,"Análise: PEC de autonomia do BC blinda Pix. A CCJ do Senado analisa uma PEC que concede autonomia financeira ao Banco Central e constitucionaliza o Pix como sistema gratuito de pagamentos. A proposta permite que o BC administre seu próprio orçamento, definido pelo CMN, e busca proteger o Pix de mudanças regulatórias. O texto enfrenta resistência de servidores, enquanto defensores afirmam que a medida fortalece a autonomia e a atuação do Banco Central.",POSITIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:13,,GENERICO
19503,"Empiricus vê exagero em queda de bancos pós decisão de Dino. A Empiricus Research acredita que o mercado exagerou na reação à decisão do STF sobre a aplicação de determinações judiciais estrangeiras no Brasil, que levou à queda significativa das ações de bancos. A analista Larissa Quaresma destacou que a Lei Magnitsky, inicialmente restrita aos ativos de Alexandre de Moraes nos EUA, não deveria afetar ativos no Brasil. A incerteza regulatória e o risco de sanções dos EUA geraram volatilidade, mas Quaresma considera que o impacto nas operações bancárias pode ser limitado, e a correção das ações foi desproporcional.",POSITIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:14,,GENERICO
19504,"Análise: Após fala de Moraes sobre sanções, investidores agem com cautela. A declaração do ministro Alexandre de Moraes, afirmando que tribunais brasileiros podem punir bancos que bloquearem ativos domésticos em resposta a ordens dos EUA, causou uma reação negativa no mercado financeiro, com as ações dos principais bancos brasileiros registrando quedas significativas. O Itaú, BTG Pactual, Banco do Brasil, Bradesco e Santander sofreram perdas no valor de mercado, com os investidores se mostrando cautelosos diante da incerteza sobre como os bancos devem equilibrar a conformidade com as exigências dos EUA e a legislação brasileira. O impacto é especialmente relevante para as instituições que mantêm operações substanciais nos Estados Unidos.",NEGATIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:15,,GENERICO
19505,"Bolsas da Europa fecham mistas, de olho em inflação, Fed e big techs. As bolsas europeias fecharam sem direção única, com investidores deixando de lado o otimismo por um acordo entre Rússia e Ucrânia e focando em inflação, política monetária e queda de ações de tecnologia. O Stoxx 600 subiu 0,23%, enquanto Londres avançou e Frankfurt, Paris e Milão recuaram, refletindo preocupações com a valorização excessiva de papéis ligados à inteligência artificial. Dados de inflação no Reino Unido e na zona do euro, além das expectativas sobre o Fed e declarações envolvendo Donald Trump, também influenciaram o mercado.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:17,,GENERICO
19506,"Sóstenes à CNN: Trabalho de Eduardo Bolsonaro nos EUA é legítimo. O líder do PL na Câmara, Sóstenes Cavalcante, defendeu a atuação de Eduardo Bolsonaro nos Estados Unidos, afirmando que ela é legítima e não envolveu pedido de tarifas contra o Brasil. Ele disse que as sanções americanas são globais e criticou o governo brasileiro por não conseguir negociar soluções diplomáticas. Sóstenes também demonstrou preocupação com possíveis impactos econômicos de sanções e espera que os bancos brasileiros saibam lidar com as regras internacionais.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:18,,GENERICO
19507,"Entenda por que ações de bancos despencaram com tensão entre Brasil e EUA. As ações dos principais bancos brasileiros caíram em bloco após decisão do ministro Flávio Dino de restringir os efeitos no Brasil de leis e decisões estrangeiras, gerando perdas de R$ 41,8 bilhões em valor de mercado e derrubando o Ibovespa em 2,1%. O mercado associou a medida à Lei Magnitsky aplicada pelos EUA ao ministro Alexandre de Moraes, criando um dilema para os bancos entre cumprir ordens do STF ou evitar sanções americanas. A incerteza jurídica elevou o risco percebido, pressionou os papéis bancários e levou instituições a buscar esclarecimentos junto ao STF.",NEGATIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:19,,GENERICO
19508,"Ibovespa tem leve alta após recuperação de bancos e Petrobras; dólar recua. O Ibovespa fechou em leve alta de 0,17%, aos 134.666,46 pontos, após declarações de Alexandre de Moraes sobre a possibilidade de punição a bancos que bloquearem ativos domésticos por ordens estrangeiras. As ações de bancos se recuperaram parcialmente das fortes quedas da véspera, enquanto Petrobras também contribuiu para a alta com avanço do petróleo no exterior. O dólar caiu 0,49%, a R$ 5,4728, em meio a cautela do mercado antes do discurso de Jerome Powell no simpósio de Jackson Hole.",POSITIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:21,,GENERICO
19509,"GARE11 assina venda de ativos com maior lucro e redução de alavancagem de sua história. O GARE11 assinou a venda de 10 lojas locadas ao GPA e ao Grupo Mateus por R$ 485,5 milhões, com pagamento parcelado em até 60 meses. A operação deve gerar lucro bruto de R$ 156 milhões, TIR estimada de 23% ao ano e impacto positivo no valor patrimonial entre R$ 0,42 e R$ 0,50 por cota. A gestora afirmou que a transação reforça o controle da alavancagem e a estratégia de gestão ativa do fundo.",POSITIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:23,,GENERICO
19510,"Fundo imobiliário BTAL11 anuncia dividendos; veja valor e quem recebe. O BTAL11 anunciou a distribuição de R$ 0,90 por cota, referente ao resultado de julho, com pagamento em 26 de agosto, elevando o dividend yield para 1,15% devido à queda no preço da cota. O fundo possui patrimônio líquido de cerca de R$ 673 milhões, carteira diversificada com 11 ativos entre imóveis logísticos e recebíveis, contratos adimplentes e prazo médio de sete anos. A gestão também aprovou o resgate antecipado de um CRI para readequar a precificação do portfólio em um cenário de juros elevados.",POSITIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:25,,GENERICO
19511,"HGLG11: lucro salta 33,9% e FII registra menor vacância em 8 anos. O HGLG11 registrou lucro líquido de R$ 42,1 milhões em julho, alta de 33,9%, e distribuiu R$ 1,10 por cota, fortalecendo a reserva de caixa e reduzindo a vacância para 3,0%, o menor nível desde 2017. O mês teve ajustes relevantes no portfólio, com ampliações, substituição e renovação de contratos, mantendo alta ocupação dos ativos. O fundo possui passivo de cerca de R$ 745 milhões, majoritariamente de longo prazo, com liquidez mapeada para honrar os vencimentos.",POSITIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:26,,GENERICO
19512,"IFIX segue tendência negativa do Ibovespa e tem primeira queda da semana. O IFIX recuou 0,18% em 19/08/2025, aos 3.428,73 pontos, acompanhando a queda da B3 em meio ao temor de sanções dos EUA aos bancos brasileiros após decisão do STF. O movimento de aversão ao risco afetou o mercado de FIIs ao longo da tarde, revertendo três pregões consecutivos de alta. Entre os destaques, o GZIT11 subiu 3,31%, enquanto o PATL11 registrou a maior queda do dia, de 2,26%.",NEGATIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:27,,GENERICO
19513,"KNCR11, AZPL11, AAZQ11 e RBRF11 são destaques do Bom Dia FIIs (20/8). Fundos imobiliários e Fiagro foram destaque após queda do mercado, com IFIX recuando 0,18% em meio a temores de sanções aos bancos brasileiros. RBRF11 e RBRX11 encerram votação em AGE sobre proposta de consolidação, enquanto AAZQ11, AZPL11 e KNCR11 divulgaram resultados com lucros e dividendos acima do CDI. AAZQ11 lucrou R$ 2,97 milhões em julho, AZPL11 captou R$ 177,8 milhões em oferta e KNCR11 registrou lucro de R$ 106,9 milhões, com dividendos superiores a 120% do CDI.",POSITIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:37:28,,GENERICO
